"id","landuse","blue","green","p_application","n_application","Emissions (CH4) (Enteric)","Emissions (CH4) (Rice cultivation)","Emissions (CH4) (Burning crop residues)","Emissions (CH4) (Manure management)","Direct emissions (CH4) (On farm - Energy use)","Direct emissions (CH4) (Food - Energy use)","Emissions (CH4) (Savanna fires)","Emissions (CO2) (Drained organic soils (CO2))","Direct emissions (CO2) (On farm - Energy use)","Direct emissions (CO2) (Food - Energy use)","Direct emissions (N2O) (On farm - Energy use)","Direct emissions (N2O) (Food - Energy use)","Direct emissions (N2O) (Manure management)","Indirect emissions (N2O) (Manure management)","Emissions (N2O) (Savanna fires)","Direct emissions (N2O) (Crop residues)","Indirect emissions (N2O) (Crop residues)","Emissions (N2O) (Burning crop residues)","Direct emissions (N2O) (Manure on pasture)","Indirect emissions (N2O that leaches) (Manure on pasture)","Indirect emissions (N2O that volatilises) (Manure on pasture)","Emissions (N2O) (Drained organic soils (N2O))","Direct emissions (N2O) (Manure applied)","Indirect emissions (N2O) (Manure applied)","Direct emissions (N2O) (Synthetic fertilizers)","Indirect emissions (N2O that leaches) (Synthetic fertilizers)"
"138_c029",3083.85023540842,699,1602,3.30064490695763,17.8863313653688,0,0,0,0,0.202629690252687,0,0,0,1501.48600477241,0,0.0121577814151612,0,0,0,0,0,0,0,0,0,0,0,1.13979197857026,0.484422904080271,7.28700682298503,1.63957007253831
"138_c030",5739.58321768383,19390,31654,0,0,0,0,0,0,2.21692467268325,0,0,0,16427.4118245829,0,0.133015480360995,0,0,0,0,0,0,0,0,0,0,0,40.7659878958849,17.3259494850958,91.9379822048039,20.6859644589722
"138_c031",205.267053098342,85,61,0.806247931159667,2.81215862744728,0,0,0,0,6.49456258390033,0,0,0,48124.7087467015,0,0.38967375503402,0,0,0,0,0,0,0,0,0,0,0,64.3978825421012,27.3697392718945,249.11282175478,56.0501639639466
"138_c032",357.290846428969,213,282,0.514570277027002,2.17947416321671,0,0,0,0,5.6908752927883,0,0,0,42169.3859195613,0,0.341452517567298,0,0,0,0,0,0,0,0,0,0,0,2.20366115322311,0.936577862911687,65.7462754048488,14.7928536576414
"138_c033",540.625930048544,2641,18698,0.943770686085743,5.51438448649514,0,0,0,0,61.1228649398908,0,0,0,452920.429204591,0,3.66737189639345,0,0,0,0,0,0,0,0,0,0,0,270.575184098807,114.997138879337,1234.32301376501,277.721583412131
"138_c034",702.569691221528,417,1012,0.25292508883975,2.95079270313042,0,0,0,0,12.7937408399155,0,0,0,94801.6196237741,0,0.767624450394932,0,0,0,0,0,0,0,0,0,0,0,135.657314164726,57.6557050084165,273.234145788686,61.4774404790785
"138_c035",651.196603847903,196,504,0.298378283883109,3.45134200039388,0,0,0,0,5.23519458260495,0,0,0,38792.7918571027,0,0.314111674956297,0,0,0,0,0,0,0,0,0,0,0,71.6827426258141,30.4658771145185,173.06787922004,38.9401193356665
"138_c036",404.08773638338,119,298,0.944999580306173,4.12169491111048,0,0,0,0,0.6378396696297,0,0,0,4726.39195195608,0,0.038270380177782,0,0,0,0,0,0,0,0,0,0,0,7.32782812951077,3.1143996885743,33.131723678547,7.45460844411595
"138_c037",2263.43080863651,601,1196,6.32425202241127,34.6304913721386,0,0,0,0,1.35910422419692,0,0,0,10070.9623012992,0,0.0815462534518155,0,0,0,0,0,0,0,0,0,0,0,24.412496647321,10.3755533852585,106.238323799334,23.9035286351866
"138_c038",323.626079521267,181,321,0.254240648071907,3.68933730654244,0,0,0,0,2.98195805312648,0,0,0,22096.3091736672,0,0.178917483187589,0,0,0,0,0,0,0,0,0,0,0,60.1978565496277,25.5846865370623,173.687203531254,39.0794667564289
"138_c039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c040",793.975942414132,400,977,0.831610402084561,5.16084362569186,0,0,0,0,1.6673464257013,0,0,0,12355.0370144466,0,0.100040785542078,0,0,0,0,0,0,0,0,0,0,0,21.7108858170008,9.22734196710121,55.0325429269691,12.3822733518146
"138_c041",210.80126828372,23,87,0.662379745201105,3.14093889742743,0,0,0,0,1.29967211948466,0,0,0,9630.57040538136,0,0.0779803271690798,0,0,0,0,0,0,0,0,0,0,0,17.0696775622972,7.25478239179597,72.5982251995082,16.3345362846458
"138_c042",1516.89070130393,0,606,5.60096722549464,34.73679705986,0,0,0,0,0.0985645141579706,0,0,0,730.363049910563,0,0.00591387084947824,0,0,0,0,0,0,0,0,0,0,0,1.70186062179678,0.723307656353917,11.4819767995135,2.58343459686098
"138_c043",724.598694655142,0,324,0.711483458281884,6.59384812136179,0,0,0,0,1.20449954653853,0,0,0,8925.34163985052,0,0.0722699727923119,0,0,0,0,0,0,0,0,0,0,0,20.4103208366448,8.67458894148382,56.1258185467015,12.6282593966602
"138_c044",815.077321170684,6930,13760,1.97631798064256,8.39529640805805,0,0,0,0,24.8940236995773,0,0,0,184464.715613867,0,1.49364142197464,0,0,0,0,0,0,0,0,0,0,0,348.708877584107,148.204734139083,1331.32386137388,299.546688096911
"138_c045",36228.1905955399,0,23104,37.9454068297685,166.649676739483,0,0,0,0,6.49843213349153,0,0,0,48153.3821091723,0,0.389905928009492,0,0,0,0,0,0,0,0,0,0,0,178.905123875551,76.0364533985817,425.821022990797,95.8093525247128
"138_c046",19911.6517720616,0,19418,6.95115763362669,25.88514730368,0,0,0,0,0.0109246448847212,0,0,0,80.9516185957841,0,0.000655478693083272,0,0,0,0,0,0,0,0,0,0,0,12.0962074260971,5.1410082189362,4.7723761684954,1.07378040543056
"138_c047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c049",3739.78267141071,954,2882,4.89649745167805,24.3085873641696,0,0,0,0,0.0949246929236839,0,0,0,703.391974564498,0,0.00569548157542103,0,0,0,0,0,0,0,0,0,0,0,1.20352178474863,0.511508704266478,9.09607240981657,2.04660822516803
"138_c050",5104.06506753071,2835,4254,0,0,0,0,0,0,0.391433652663366,0,0,0,2900.52336623554,0,0.0234860191598019,0,0,0,0,0,0,0,0,0,0,0,9.41111660166729,3.99981796725435,38.7500455617465,8.7187258851104
"138_c051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c052",743.45805820494,22369,37441,0,0,0,0,0,0,0.200399366701753,0,0,0,1484.95930725999,0,0.0120239620021052,0,0,0,0,0,0,0,0,0,0,0,0.6150793906028,0.261414846075234,19.3644105712098,4.35697520479257
"138_c053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c056",9388.50914465176,1909,6878,27.9561636800296,3.75540365786071,0,0,0,0,1.02547516942029,0,0,0,7598.77100540437,0,0.0615285101652175,0,0,0,0,0,0,0,0,0,0,0,13.1688031765317,5.59687205909193,0.447972528942444,0.10079342171831
"138_c057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c058",22179.5280612245,0,7303,0,0,0,0,0,0,2.24201267179337,0,0,0,16613.3138979889,0,0.134520760307602,0,0,0,0,0,0,0,0,0,0,0,3.21314721588874,1.36561945936024,17.2010050127089,3.87021087279102
"138_c059",4760.98369715391,0,0,8.31124924012158,38.5639679469467,0,0,0,0,0.0738345908745348,0,0,0,547.114318380303,0,0.00443007545247209,0,0,0,0,0,0,0,0,0,0,0,9.64688452567648,4.10002167511056,8.60113679402054,1.93524815055785
"138_c060",3563.54693617802,2263,4154,3.39570387548403,12.8287689702409,0,0,0,0,1.21717366748108,0,0,0,9019.25687603484,0,0.0730304200488651,0,0,0,0,0,0,0,0,0,0,0,2.74261332169724,1.16563788396929,22.0563589692375,4.96266120693848
"138_c061",196.798936495945,1785214054,6329395284,0.197940370327622,0.806875639633375,0,0,0,0,82.9346114401697,0,0,0,614545.470771657,0,4.97607668641018,0,0,0,0,0,0,0,0,0,0,0,311.993215476715,132.600213316254,1257.54266760349,282.945984932957
"138_c062",747.497780579762,0,57191506361,0.000149499556115952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967.591201268178,217.707162156991
"138_c063",0,0,0,0,0,0,0,0,0,36.6317935772075,335.564097073718,0,0,271441.590407107,144339.491247902,2.19790761463245,4.57355986221898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c064",0,0,0,0,0,0,0,0,0,0,34.45022951108,0,0,0,14818.4166433943,0,0.46953827393964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c065",0,0,0,0,0,0,0,0,0,0,27.8184692459087,0,0,0,11965.8322605585,0,0.379150914775935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c066",0,0,0,0,0,0,0,0,0,0,7034.61048475467,0,0,0,3025866.31690097,0,95.8779930272183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c067",0,0,0,0,0,0,0,0,0,0,1662.78814097186,0,0,0,715231.445836706,0,22.6629164658576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c068",0,0,0,0,0,0,0,0,0,0,140.661769392352,0,0,0,60504.2327506855,0,1.9171449754359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c069",0,0,0,0,0,0,0,0,0,0,1.46105223025875,0,0,0,628.456790941592,0,0.0199133634831291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c070",0,0,0,0,0,0,0,0,0,0,3.20578544226912,0,0,0,1378.93607755482,0,0.0436931476087771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c071",0,0,0,0,0,0,0,0,0,0,193.408172084922,0,0,0,83192.5626292242,0,2.63605034205556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c072",0,0,0,0,0,0,0,0,0,0,12.4603884301096,0,0,0,5359.70964247154,0,0.169828455691693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c073",0,0,0,0,0,0,0,0,0,1.49771245911531,27.8371022295869,0,0,11098.0493220445,11973.847049411,0.0898627475469189,0.379404872416241,0,0,0,0,0,0,0,0,0,0,0,0,62.1115652285091,13.9750470914832
"138_c074",0,0,0,0,0,0,0,0,0,0,80.138211043099,0,0,0,34470.6382844552,0,1.09224112070676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c075",0,0,0,0,0,0,0,0,0,0,77.541558957009,0,0,0,33353.7147389315,0,1.05685013621035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c076",0,0,0,0,0,0,0,0,0,0,14.9720660371147,0,0,0,6440.08227808824,0,0.204061283310642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c077",0,0,0,0,0,0,0,0,0,0,0.976752661138255,0,0,0,420.140245673418,0,0.0133126183797789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c079",0,0,0,0,0,0,0,0,0,0,15.9947359380375,0,0,0,6879.97335851367,0,0.217999729205027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c080",0,0,0,0,0,0,0,0,0,0,17.2856454020508,0,0,0,7435.24496506412,0,0.235594137432414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c081",0,0,0,0,0,0,0,0,0,0,483.368771406763,0,0,0,207916.172076802,0,6.58805882641972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c082",0,0,0,0,0,0,0,0,0,0,1.60018725790528,0,0,0,688.304311222794,0,0.0218096997819825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c083",0,0,0,0,0,0,0,0,0,0,4.63847960503552,0,0,0,1995.19493352567,0,0.0632200057405167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c084",0,0,0,0,0,0,0,0,0,0,264.991096872135,0,0,0,113983.231344755,0,3.61168746915595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c085",0,0,0,0,0,0,0,0,0,0,39.4931841259277,0,0,0,16987.5923980147,0,0.538271058568839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c086",0,0,0,0,0,0,0,0,0,1.91314543858006,35.55851113456,0,0,14176.4076998783,15295.13273754,0.114788726314804,0.484643562000505,0,0,0,0,0,0,0,0,0,0,0,0,79.3399674128245,17.8514223035879
"138_c087",0,0,0,0,0,0,0,0,0,0,43.0396895613167,0,0,0,18513.0857231826,0,0.586608038156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c088",0,0,0,0,0,0,0,0,0,0,17.1224600062436,0,0,0,7365.0524229677,0,0.233370007429018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c089",0,0,0,0,0,0,0,0,0,0,34.3093392123249,0,0,0,14757.8141110572,0,0.467618014230744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c090",0,0,0,0,0,0,0,0,0,0,35.4316542582388,0,0,0,15240.5665394598,0,0.482914570362697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c091",0,0,0,0,0,0,0,0,0,0,10737.0328208957,0,0,0,4618425.71477383,0,146.340036902663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c093",0,0,0,0,0,0,0,0,0,0,335.932305048826,0,0,0,144497.872172036,0,4.57857834074688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c094",0,0,0,0,0,0,0,0,0,0,257.089088111901,0,0,0,110584.262461508,0,3.50398729976396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c095",0,0,0,0,0,0,0,0,0,28.350262828186,259.701462001633,0,0,210075.447556858,111707.948581333,1.70101576969116,3.5395925640678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c096",0,29,0,0,0,1589885.76470981,0,0,28390.8442728921,0.666822238729565,0,9020.08364361089,0,8415.29665276711,0,0.0133364447745913,0,89.3597568488144,0,823.54556300748,0,0,0,35402.4613804647,3982.75678989091,3540.21773981866,0,0,0,0,0
"138_c097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c098",0,2,0,0,0,46612.3827691376,0,0,1398.37038596885,0,0,892.628355405217,0,0,0,0,0,0,0,81.4981490808382,0,0,0,1751.74799566646,394.189925999222,350.305714922214,0,0,0,0,0
"138_c099",0,2,0,0,0,42500.6970903853,0,0,1445.03802392113,0.0747304079510729,0,1010.87589957889,0,943.097748342541,0,0.00149460815902146,0,10.0063732817349,0,92.294306210682,0,0,0,1983.81255395337,446.36272972445,396.723270111137,0,0,0,0,0
"138_c100",0,5,0,0,0,19551.1828838663,0,0,19551.1828838663,17.3622626384937,0,0,0,219111.754497791,0,0.347245252769874,0,5116.44212084564,384.345577841302,0,0,0,0,0,0,0,0,0,0,0,0
"138_c101",0,0,0,0,0,0,0,0,13163.9106467681,9.89254830474816,0,978.801827070462,0,124843.959605922,0,0.197850966094963,0,1326.41587289285,0,89.3659009823553,0,0,0,3841.69792455154,432.158807060925,384.182062722248,0,0,0,0,0
"138_c102",0,15,0,0,0,118699.098492462,0,0,10814.7652512563,0.154432797000363,0,2089.00763254286,0,1948.94189814459,0,0.00308865594000727,0,20.750139586823,0,190.729158935019,0,0,0,4099.50132747069,922.343704634283,819.941765773311,0,0,0,0,0
"138_c103",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c104",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c109",0,0,0,0,0,198611.749088176,0,0,2758.50923141549,7.25075941823104,0,557.277253977701,0,91504.5838580758,0,0.145015188364621,0,30.3283801321456,153.129707987965,50.8801501196063,0,0,0,2187.19121775636,246.060442581558,218.707677103888,0,0,0,0,0
"138_c110",0,0,0,0,0,371.732325531429,0,0,5.16297276622214,0.0135709074250754,0,1.04302978317224,0,171.264851704452,0,0.000271418148501509,0,0.056764211220548,0.286605715521106,0.0952299982965889,0,0,0,4.09366354956941,0.460539826883691,0.409344934499876,0,0,0,0,0
"138_c111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c113",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c114",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c115",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c116",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c117",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c121",0,0,0,0,0,0,0,0,0,0,49.4574373582596,0,0,0,21273.6148144834,0,0.674078521398712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c123",0,0,0,0,0,0,0,0,0,24.8034723158363,0,0,0,185621.897570389,0,1.48820833895018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138_c138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c002",8096.71311332114,0,1304,0.0299578385192882,2.42901393399634,0,0,323.466067704499,0,19.8077561691024,0,0,30597.6050738964,146775.473213049,0,1.18846537014614,0,0,0,0,91.9530555369644,20.6513954515641,8.36924973563388,0,0,0,136.829563217846,1728.26324816662,734.47104249236,374.049132147948,84.1751308421248
"141_c003",9786.70788253478,0,1185,0.0137013910355487,0.978670788253478,0,0,0,0,0.160361358777354,0,0,247.714757951064,1188.27766854019,0,0.00962168152664125,0,0,0,0,0.75,0.15,0,0,0,0,1.10775670354589,4.61539833334342,1.96143523216402,0.93937558427603,0.211394856772604
"141_c004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c006",8910.58086285852,79,1526,0.00980163894914437,1.7821161725717,0,0,0,0,0.718433947929204,0,0,1309.54674859918,5323.5955541554,0,0.0431060368757522,0,0,0,0,3.72433011789925,0.84643866315892,0,0,0,0,5.85616780108852,13.3109693132868,5.6568474267359,8.97669260780807,2.02009364505867
"141_c007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c009",14531.8953648463,0,0,0.00871913721890775,0,0,0,0,0,0.307190967146981,0,0,684.976895057606,2276.28506655913,0,0.0184314580288189,0,0,0,0,0,0,0,0,0,0,3.06315115639582,0.257202272424808,0.109304888222121,0.926342978854301,0.208462030113474
"141_c010",720.374024612916,289,367,0.0025933464886065,0.216112207383875,0,0,0,0,0.992596804250529,0,0,2010.31690205075,7355.14231949642,0,0.0595558082550317,0,0,0,0,10.4082500286062,2.28473781115746,0,0,0,0,8.98994489839095,45.4378397905082,19.3100082380031,27.4364371293209,6.17423083416981
"141_c011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c019",9149.82578397212,0,2819,0.0347693379790941,0.914982578397213,0,0,0,0,0.013030878918405,0,0,76.620710779791,96.5588127853807,0,0.000781852735104297,0,0,0,0,0,0,0,0,0,0,0.342640489806956,0.56692301170338,0.240928883872526,0.304644134778351,0.0685563946051633
"141_c020",4205.06912442396,2283,6612,0.00630760368663594,0,0,0,0,0,0.118548971419744,0,0,264.341452190279,878.447878220303,0,0.00711293828518464,0,0,0,0,0,0,0,0,0,0,1.182109689834,6.87217537874558,2.92051214997021,0.360889993608638,0.0812138294698816
"141_c021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c024",22205.7386515057,0,0,0.0599554943590655,6.66172159545172,0,0,0,0,0.197835311214129,0,0,487.311041409636,1465.95965609669,0,0.0118701186728477,0,0,0,0,0,0,0,0,0,0,2.17920836569654,1.00233047523992,0.425966767419421,4.90845757644814,1.10458766835775
"141_c025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c031",385.615251299827,0,0,0.0017738301559792,0.154246100519931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c032",821.799307958477,555,329,0.00320501730103806,0.246539792387543,0,0,0,0,0.438457035522112,0,0,71.421853663177,3248.96663321885,0,0.0263074221313267,0,0,0,0,0,0,0,0,0,0,0.319391698054128,0.748395178510191,0.318050266670741,0.940200942406383,0.211580593411572
"141_c033",761.28083913292,762,903,0.00312125144044497,0.304512335653168,0,0,0,0,5.65180545961297,0,0,920.643049982181,41879.8784557321,0,0.339108327576778,0,0,0,0,0,0,0,0,0,0,4.11702765966073,29.5754358049149,12.568861364636,13.2859025101094,2.98982803601809
"141_c034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141_c039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
